timestamp,sequence_id,base_x,base_y,base_z,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,LF_contact,LH_contact,RF_contact,RH_contact,LF_Fz,LH_Fz,RF_Fz,RH_Fz,sum_Fz,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,qd_0,qd_1,qd_2,qd_3,qd_4,qd_5,qd_6,qd_7,qd_8,qd_9,qd_10,qd_11,qdd_0,qdd_1,qdd_2,qdd_3,qdd_4,qdd_5,qdd_6,qdd_7,qdd_8,qdd_9,qdd_10,qdd_11
1727776115.511429,161612,212.54526181211705,12.735329283184253,10.583691188782703,-0.02140430777233103,-0.24853358082622534,1.9660362548430015,0.5391362937436919,0.06760209475375148,0.09382352731158489,0.1177992666058691,-0.00834870736552168,-0.026321881024746936,1,1,1,1,124.52224816213172,371.69439927960497,170.74564873900061,209.00686744685822,875.9691636275954,-0.1774624139070511,0.5295829176902771,-1.4395211935043335,0.40226250886917114,1.2276160717010498,-1.8446838855743408,-0.3094566762447357,-0.05249090492725372,0.5487576723098755,0.4791772663593292,-0.8961084485054016,1.339213252067566,0.3710898513963065,0.18568814966933989,1.0331221789137972,-0.319105504517313,1.3527325688395189,0.0469788544670001,-0.15241936708796,2.0730687746999497,-2.129882789182937,-0.7376565067734384,2.521122791499434,-2.4557969812774174,-46.30997877255462,30.093973850831166,-68.18201373950386,-7.153470931374983,-1.5084210327445784,-1.294228778644876,1.4846394369738478,13.16334320641468,-20.691961123692003,74.90403899216444,25.603660547426003,334.8829623081173
1727776115.5137296,161613,212.54438749955884,12.736532059092639,10.584266224135105,-0.02104452481960221,-0.24854926404101668,1.9660402448809902,0.5428983211106513,0.061988972539866696,0.10886038263230897,0.12782032977374053,-0.011831666775497395,-0.05641428477662428,1,1,1,1,124.47986940646102,371.67633849729435,170.76045622948243,209.00690211075843,875.9235662439963,-0.17585651576519012,0.529822587966919,-1.436501145362854,0.4025980532169342,1.2319543361663818,-1.8454508781433105,-0.30972030758857727,-0.047505468130111694,0.5425019264221191,0.4782664477825165,-0.88726407289505,1.3353303670883179,0.5061145904097106,0.12945922751665367,1.0898010712609767,-0.09512471028486212,1.4605478492522321,-0.12113672011329076,-0.12480045995323719,1.9271430598769572,-2.2053548436839927,-0.5832040159302847,2.922602714786313,-2.1809076240883103,-23.101312841874545,19.653218043691968,-29.17216005428437,22.32407513668932,0.48009109569908104,-9.461980190668914,0.8462910088269737,6.199970444704261,-19.959389423677365,-293.8291111809733,49.093818344269714,-76.38505909334833
1727776115.5162764,161614,212.54438749955884,12.736532059092639,10.584266224135105,-0.02104452481960221,-0.24854926404101668,1.9660402448809902,0.5428983211106513,0.061988972539866696,0.10886038263230897,0.12782032977374053,-0.011831666775497395,-0.05641428477662428,1,1,1,1,98.37045492187808,378.90335164629107,143.3729876352693,284.2284974701403,904.8752916735789,-0.17420269548892975,0.5331541895866394,-1.435015082359314,0.4043237864971161,1.2394086122512817,-1.84624183177948,-0.31084683537483215,-0.03604855015873909,0.5293192863464355,0.47100400924682617,-0.8633435964584351,1.313447117805481,0.29609983737493395,0.613712956351637,0.4175178622007428,0.15847410959933636,1.4178067103385232,-0.10199081603125017,-0.17256149107417737,2.1629650422970923,-2.444650453692945,-1.0752907714826527,4.170417589058152,-3.192116547894122,-33.39334601583492,48.05384967753602,-94.09091089737264,13.720357196842421,0.1565647978676961,0.17042544030404128,-1.8729456011649728,11.861034263864449,-25.497742369815807,-68.55017552018302,103.18338387837967,86.0403879749503
1727776115.5189247,161615,212.54301422342525,12.738610636085964,10.585369047069056,-0.020329958722205922,-0.24861398665913195,1.9658466872798355,0.5542883968543431,0.05755781021483794,0.13495332092904747,0.03695766655241067,-0.012581233393098412,-0.04817531948688335,1,1,1,1,108.03509478991906,347.0732560190117,112.43911572157779,127.12427193451765,694.6717384650262,-0.17317205667495728,0.5357428193092346,-1.4348233938217163,0.40408411622047424,1.2427880764007568,-1.8457144498825073,-0.31067904829978943,-0.030919300392270088,0.5231114029884338,0.4719148278236389,-0.854163646697998,1.3089889287948608,0.3631715743957148,0.8355598844382836,0.2773336896613657,0.03976001615512296,1.3135222821885506,0.05771977221448017,-0.05477614697210196,2.1432364115208125,-2.5115989279671473,-0.3638626896657256,3.9909849800851913,-2.5486173997514667,4.74038612713442,47.942840601186035,-61.88843571248634,5.294904602462703,-2.7106742807712325,8.444957319887349,6.156133747897122,10.52033984894236,-25.78254347994997,83.80666267591077,76.78112654119379,129.5317793151509
1727776115.5214472,161616,212.54215494792905,12.739785856103927,10.586036541090547,-0.020166815732350053,-0.2486425940488202,1.9658115219630174,0.5525753975888577,0.04019677495506267,0.12319309485539226,-0.06952643674506646,0.08145418395528331,-0.08696268333582857,1,1,1,1,109.25899359264233,339.1723398527852,100.95774557999505,130.69156157747813,680.0806406029008,-0.17238110303878784,0.5395058393478394,-1.4351348876953125,0.4045634865760803,1.245832085609436,-1.8451871871948242,-0.3106550872325897,-0.024807346984744072,0.5151299238204956,0.4737124443054199,-0.8427546620368958,1.3040754795074463,0.3383106993037161,1.119779809598808,0.036272466267528586,0.11806019481013919,1.2920361648299004,0.13820346728457666,-0.023799478481331418,2.17904667369759,-2.7034513884207745,0.11411371464739961,4.084898559607691,-2.3743591796184753,-2.859667557695833,51.34651067659278,-86.84147109190388,13.31777592328674,-3.1964963826228665,8.942786816145825,4.764401315422264,10.003421879254635,-33.55236549505243,34.56216587295769,64.79929208923167,85.79351294189996
1727776115.5241044,161617,212.5413579365008,12.740941050979513,10.58665193921596,-0.020252389737546134,-0.24843360890377483,1.9656739981192692,0.5571770894850633,0.043541553131976767,0.1355943472861754,0.00035237624095497966,0.07236089039769192,-0.10001897053945573,1,1,1,1,121.45256030794197,325.35671952208077,98.28716199003449,148.2411707788254,693.3376125988825,-0.1720695048570633,0.544395387172699,-1.4377235174179077,0.4050668179988861,1.2492356300354004,-1.8441804647445679,-0.31135016679763794,-0.01756887510418892,0.5065732002258301,0.47217848896980286,-0.8283496499061584,1.2926664352416992,0.21691913964124,1.4596575212103051,-0.4721017622316546,0.14158114617274575,1.2453136666655502,0.252436187782,-0.14000656882299323,2.401949262195587,-2.9006504110788445,-0.253859414358052,4.678850328038722,-3.325732466368496,-15.531085695725826,58.02869077828804,-102.87154475896237,11.947765697401168,-4.148086983317838,12.126272325263109,-3.2030012201644125,16.65070791276713,-41.00997288502387,-31.663670824728076,82.82068374132405,-44.21792299086295
1727776115.5261881,161618,212.54053899963924,12.742099542043453,10.587308728268702,-0.020149000069045332,-0.24824725314018645,1.9655062248589024,0.5623323531130302,0.04181106205498873,0.1485244795534365,0.0012386653341124937,0.053904294137894146,-0.11257424923508443,1,1,1,1,141.17948047360906,295.5586360349938,101.2051802808158,85.81969033625391,623.7629871256725,-0.17226125299930573,0.5490932464599609,-1.4393773078918457,0.4044196605682373,1.251800298690796,-1.8431499004364014,-0.3118534982204437,-0.010977550409734249,0.4989512264728546,0.4706205129623413,-0.8156703114509583,1.2790523767471313,0.06145343251660879,1.6961970590966484,-0.5790606199720689,-0.05785709145818738,1.1614030200659289,0.30559711090821207,-0.1723275490171707,2.5601218561864454,-3.0228511555937843,-0.3830749002171253,4.948725485527428,-4.113344715317209,-25.570878099671564,60.039368879182376,-76.9463107057026,-2.812319882465587,-6.766445181746454,11.730150548931414,-3.1948565411816503,22.272073187979995,-43.047936669182725,-8.890810433782965,86.42263681253155,-79.85338965475776
1727776115.528856,161619,212.53977441916425,12.743160953764145,10.587935225787264,-0.020042990208195607,-0.2481191479731446,1.9653360125516695,0.5630420050521764,0.03179004330197879,0.14775579757933702,-0.06620683861818093,0.07618531412485727,-0.13909159718273767,1,1,1,1,147.4673750866816,251.198833285992,102.49174094276168,28.135931136998135,529.2938804524334,-0.1726447492837906,0.5550134181976318,-1.4418221712112427,0.404443621635437,1.2550599575042725,-1.8427903652191162,-0.3122609853744507,-0.0036432044580578804,0.49077799916267395,0.4713395833969116,-0.8019124269485474,1.2687219381332397,-0.04414970353960326,1.9182216033832462,-0.7365721341565854,-0.01653176544181617,1.1675598157425149,0.20721040695622037,-0.16053992781810003,2.578081415629613,-2.9499271470446895,-0.03689872316202293,4.922821982868663,-4.182115390988271,-26.58365376114667,60.19793135995682,-57.817148436051994,5.616869992450868,-6.494139623446943,1.8261797600538816,-1.8888914113498767,21.741854326543976,-31.05175630106057,29.65966873605435,60.142906190778035,-63.55218488344049
1727776115.5313473,161620,212.5389858068264,12.744353402942087,10.588632452096071,-0.02008881627146784,-0.24792213642118144,1.9650553665851906,0.5628825189174538,0.03086885474231364,0.1474094226192448,-0.07065574675896442,0.08771036446612503,-0.15117996150644936,1,1,1,1,161.27369603576943,144.59195614392013,93.20942803126641,43.34521915007804,442.42029936103404,-0.17302824556827545,0.5601906180381775,-1.4440271854400635,0.4050188660621643,1.257864236831665,-1.8425266742706299,-0.3128122389316559,0.001725728390738368,0.4845222234725952,0.4712916314601898,-0.7896645665168762,1.2574807405471802,-0.09684698696478937,2.0235301834199224,-0.8127015733279699,0.09841831858696339,1.1642505717719824,0.1664195258759117,-0.19370265000906753,2.4123837270835997,-2.785032401567335,-0.04525417782119987,5.024250070880985,-4.438383260045271,-23.345326042017494,57.369999427969944,-45.02825792944347,11.147413618166816,-6.036959819119111,0.4261278287154553,-2.7044348938113405,15.017282026616838,-16.524408563334557,4.807820162254371,41.43298406624988,-59.24543794765231
1727776115.5339386,161621,212.53820956385505,12.745525553965019,10.58930615066442,-0.02013718506381981,-0.24769960333347069,1.964752015976751,0.5626971282171174,0.0376098923655118,0.15025961243272462,-0.02179759776436456,0.07817592091918155,-0.1423713668923182,1,1,1,1,172.91620658456753,42.78672673649851,80.18038950951154,68.30002662672621,364.1833494573038,-0.1738911122083664,0.5657752752304077,-1.4464480876922607,0.4045634865760803,1.2605726718902588,-1.841975450515747,-0.31379494071006775,0.007310377433896065,0.47812265157699585,0.4699733853340149,-0.7739652395248413,1.2412781715393066,-0.2129726345113652,2.006883495815137,-0.8330035993317005,-0.05505374406503989,1.0535948303196179,0.1964940755951477,-0.27501701415148416,2.185555705717853,-2.5149215543221572,-0.28965414697672315,5.340881681837939,-5.186907960779754,-26.811520215600464,30.940622588771564,-28.82043743438204,-4.654636201617449,-11.340750324874971,2.6063831614290214,-5.5630316610118795,3.352050822946068,5.1490749611760345,-16.126597810239534,52.029873551249366,-111.06488768432347
